"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"79","142.55753067745158","11.876128633840056","0.011962890625","0.0146484375","0.00927734375","1560","0.00036663280113966273","24","0.00036663280113966273","0","0.00036663280113966273","0.00036663280113966273","93:0.023445854136603828;73:0.002727649723457848","93:68;73:68","93:0.024493810155296586;73:0.0026623248107610076","0.011962890625","Yes"
"80","145.99899268663407","127.23462457933185","0.0072021484375","0.011962890625","0.00244140625","1560","0.0004560002452087403","24","0.0004560002452087403","0","0.0004560002452087403","0.0004560002452087403","81:0.002078403454775446","81:68","81:0.003745548534811627","0.0072021484375","Yes"
"81","78.92249706430759","18.20816668009649","0.0185546875","0.025634765625","0.011474609375","1560","0.00017169258960950237","24","0.00017169258960950237","0","0.00017169258960950237","0.00017169258960950237","80:0.002078403454775446;82:0.007781552755628335;76:0.001694462321046003","80:68;82:68;76:68","80:0.003745548534811627;82:0.004774096034813852;76:0.001920187046027172","0.0185546875","Yes"
"82","109.11760261222543","31.446162085767696","0.005615234375","0.007080078125","0.004150390625","1560","0.000438794586107591","24","0.000438794586107591","0","0.000438794586107591","0.000438794586107591","81:0.007781552755628335;83:0.0038332578020106867","81:68;83:68","81:0.004774096034813852;83:0.012545644676581286","0.005615234375","Yes"
"83","199.17482468733738","218.43426396799026","0.0836181640625","0.089599609375","0.07763671875","1560","0.0001276325821890408","24","0.0001276325821890408","0","0.0001276325821890408","0.0001276325821890408","96:0.0020211235415123208;82:0.0038332578020106867;84:0.0019728531746129874","96:68;82:68;84:68","96:0.0019156126673624818;82:0.012545644676581286;84:0.002401193706891319","0.0836181640625","Yes"
"84","113.62650796220743","96.21786941627192","0.0057373046875","0.00927734375","0.002197265625","1560","0.00030170337002289645","24","0.00030170337002289645","0","0.00030170337002289645","0.00030170337002289645","83:0.0019728531746129874;85:0.0023381353100076774","83:68;85:68","83:0.002401193706891319;85:0.002199010122928946","0.0057373046875","Yes"
"85","137.7177966479851","33.61345178035483","0.0103759765625","0.012451171875","0.00830078125","1560","0.00019842852536996062","24","0.00019842852536996062","0","0.00019842852536996062","0.00019842852536996062","77:0.0025041707937564217;86:0.007388158506848985;84:0.0023381353100076774","77:68;86:68;84:68","77:0.0024809891376579574;86:0.0027077742099491653;84:0.002199010122928946","0.0103759765625","Yes"
"86","91.83476193084591","44.258305017667006","0.009521484375","0.007568359375","0.011474609375","1560","0.0012650591454561786","24","0.0012650591454561786","0","0.0012650591454561786","0.0012650591454561786","85:0.007388158506848985;87:0.00769276049327397","85:68;87:68","85:0.0027077742099491653;87:0.0019315118639406104","0.009521484375","Yes"
"87","86.88776165004695","136.13563794195616","0.04150390625","0.05712890625","0.02587890625","1560","0.0005338437679138279","24","0.0005338437679138279","0","0.0005338437679138279","0.0005338437679138279","86:0.00769276049327397;88:0.0021146415770635363;97:0.003228956578378156","86:68;88:68;97:68","86:0.0019315118639406104;88:0.00186102607052957;97:0.002436341845072687","0.04150390625","Yes"
"88","98.07421521515933","117.68514883991197","0.0078125","0.010986328125","0.004638671875","1560","0.0004557861141982081","24","0.0004557861141982081","0","0.0004557861141982081","0.0004557861141982081","87:0.0021146415770635363;89:0.0022363038820183423","87:68;89:68","87:0.00186102607052957;89:0.0023597601524733003","0.0078125","Yes"
"89","170.58212438244075","92.35801218961338","0.0157470703125","0.017578125","0.013916015625","1560","0.00028857438150518177","24","0.00028857438150518177","0","0.00028857438150518177","0.00028857438150518177","90:0.0029700142516662364;88:0.0022363038820183423;78:0.005320001296296367","90:68;88:68;78:68","90:0.0023829374987063;88:0.0023597601524733003;78:0.005178790167549074","0.0157470703125","Yes"
"90","135.98666302841266","141.74919458630862","0.00634765625","0.009033203125","0.003662109375","1560","0.0002979359512395598","24","0.0002979359512395598","0","0.0002979359512395598","0.0002979359512395598","89:0.0029700142516662364;91:0.002309311263412217","89:68;91:68","89:0.0023829374987063;91:0.0019444026401000403","0.00634765625","Yes"
"91","114.02928821122921","19.45500664305362","0.0228271484375","0.02685546875","0.018798828125","1560","0.00024754648723949627","24","0.00024754648723949627","0","0.00024754648723949627","0.00024754648723949627","98:0.0017806875268641942;90:0.002309311263412217;92:0.0018419831782871543","98:68;90:68;92:68","98:0.0020350821957434706;90:0.0019444026401000403;92:0.0019078825527765464","0.0228271484375","Yes"
"92","106.43723471318111","135.31966328525854","0.00732421875","0.013427734375","0.001220703125","1560","0.0004256727189578133","24","0.0004256727189578133","0","0.0004256727189578133","0.0004256727189578133","91:0.0018419831782871543;93:0.018692353356397295","91:68;93:68","91:0.0019078825527765464;93:0.021868137545847988","0.00732421875","Yes"
"93","103.33500606620564","69.88047190018206","0.0228271484375","0.02734375","0.018310546875","1560","0.0005214648468354754","24","0.0005214648468354754","0","0.0005214648468354754","0.0005214648468354754","94:0.025649157194065714;79:0.023445854136603828;92:0.018692353356397295","94:68;79:68;92:68","94:0.023010686755495502;79:0.024493810155296586;92:0.021868137545847988","0.0228271484375","Yes"
"94","106.70092702444597","46.22964881539653","0.0108642578125","0.008544921875","0.01318359375","1560","0.0003119602750917526","24","0.0003119602750917526","0","0.0003119602750917526","0.0003119602750917526","93:0.025649157194065714;95:0.002105122056234504","93:68;95:68","93:0.023010686755495502;95:0.002423857976313365","0.0108642578125","Yes"
"95","171.33350617625507","184.40698316611446","0.005859375","0.0126953125","0.001953125","1560","0.00029469299225259876","24","0.00029469299225259876","0","0.00029469299225259876","0.00029469299225259876","99:0.0024238923611662466;94:0.002105122056234504","99:68;94:68","94:0.002423857976313365","0.005859375","Yes"
"96","118.21012934957406","102.06662608082131","0.023681640625","0.04296875","0.00439453125","1560","0.000268974245018225","24","0.000268974245018225","0","0.000268974245018225","0.000268974245018225","83:0.0020211235415123208;103:0.002179699749020464","83:68;103:68","83:0.0019156126673624818;103:0.0019931678339355496","0.023681640625","Yes"
"97","88.5221873245297","119.84434770699126","0.0084228515625","0.013671875","0.003173828125","1560","0.0003399828790540504","24","0.0003399828790540504","0","0.0003399828790540504","0.0003399828790540504","87:0.003228956578378156;107:0.0018352723481285804","87:68;107:68","87:0.002436341845072687;107:0.0018879749210215513","0.0084228515625","Yes"
"98","139.4064112477556","17.987879254831704","0.0068359375","0.009033203125","0.004638671875","1560","0.00016427718558007222","24","0.00016427718558007222","0","0.00016427718558007222","0.00016427718558007222","91:0.0017806875268641942;111:0.002978740344776326","91:68;111:68","91:0.0020350821957434706;111:0.0028169606921909784","0.0068359375","Yes"
"99","88.4022774318316","29.105536315527267","0.031982421875","0.026611328125","0.037353515625","1560","0.000337743823130193","24","0.000337743823130193","0","0.000337743823130193","0.000337743823130193","115:0.001783291394151315;95:0.0024238923611662466","115:68;95:68","","0.031982421875","Yes"
"100","178.86499457818283","29.263931705124325","0.0106201171875","0.0185546875","0.002685546875","1560","0.0007516717079345969","24","0.0007516717079345969","0","0.0007516717079345969","0.0007516717079345969","101:0.0031915635398366837","101:68","101:0.0032817133715393187","0.0106201171875","Yes"
"101","131.5891318603488","150.77573227562578","0.05810546875","0.05908203125","0.05712890625","1560","0.00022201663881804722","24","0.00022201663881804722","0","0.00022201663881804722","0.00022201663881804722","100:0.0031915635398366837;116:0.0020976691676926895;102:0.0031377742613281356","100:68;116:68;102:68","100:0.0032817133715393187;116:0.00166513822543235;102:0.0024837914946808926","0.05810546875","Yes"
"102","168.83970079340804","96.94886185389504","0.0145263671875","0.02587890625","0.003173828125","1560","0.00037995888703048667","24","0.00037995888703048667","0","0.00037995888703048667","0.00037995888703048667","101:0.0031377742613281356;103:0.002476018391815188","101:68;103:88","101:0.0024837914946808926;103:0.00211504363540041","0.0145263671875","Yes"
"103","131.563057771601","126.50136548030241","0.01025390625","0.016357421875","0.004150390625","1560","0.0001948087627489515","24","0.0001948087627489515","0","0.0001948087627489515","0.0001948087627489515","104:0.0018924873354310978;96:0.002179699749020464;102:0.002476018391815188","104:68;96:68;102:88","104:0.0017676373538870194;96:0.0019931678339355496;102:0.00211504363540041","0.01025390625","Yes"
"104","99.65259174127962","91.80595031406517","0.009765625","0.01416015625","0.00537109375","1560","0.00023097045540266314","24","0.00023097045540266314","0","0.00023097045540266314","0.00023097045540266314","103:0.0018924873354310978;105:0.0023908099533876126","103:68;105:68","103:0.0017676373538870194;105:0.001977890296762125","0.009765625","Yes"
"105","123.22262649075948","120.82070587961093","0.0159912109375","0.015380859375","0.0166015625","1560","0.0003297187241371164","24","0.0003297187241371164","0","0.0003297187241371164","0.0003297187241371164","104:0.0023908099533876126;106:0.0027950830719812025;117:0.0020624221903319806","104:68;106:68;117:68","104:0.001977890296762125;106:0.0021306681330671706;117:0.0025197103732297055","0.0159912109375","Yes"
"106","192.62260670811185","117.88772043694993","0.0057373046875","0.007568359375","0.00390625","1560","0.0002014261362559086","24","0.0002014261362559086","0","0.0002014261362559086","0.0002014261362559086","107:0.002069151683472631;105:0.0027950830719812025","107:68;105:68","107:0.00306288807070898;105:0.0021306681330671706","0.0057373046875","Yes"
"107","35.5003302261721","18.79539776162752","0.009521484375","0.012939453125","0.006103515625","1560","0.0003267591580070148","24","0.0003267591580070148","0","0.0003267591580070148","0.0003267591580070148","106:0.002069151683472631;108:0.001834452506939227;97:0.0018352723481285804","106:68;108:68;97:68","106:0.00306288807070898;108:0.0015764896688727492;97:0.0018879749210215513","0.009521484375","Yes"
"108","97.81247544166466","120.9315975230154","0.0064697265625","0.009765625","0.003173828125","1560","0.0002683456141873002","24","0.0002683456141873002","0","0.0002683456141873002","0.0002683456141873002","107:0.001834452506939227;109:0.0022252072298795667","107:68;109:68","107:0.0015764896688727492;109:0.0037962130889077905","0.0064697265625","Yes"
"109","176.50994512730864","59.91399287217644","0.0120849609375","0.01806640625","0.006103515625","1560","0.00036138105340324464","24","0.00036138105340324464","0","0.00036138105340324464","0.00036138105340324464","108:0.0022252072298795667","108:68;110:68;118:68","108:0.0037962130889077905;110:0.004778963184868729;118:0.0030848549060474018","0.0120849609375","Yes"
"110","115.42161687732975","103.88206452496998","0.004638671875","0.0078125","0.00146484375","1560","0.00016846290894573807","24","0.00016846290894573807","0","0.00016846290894573807","0.00016846290894573807","111:0.002386585821999604","109:68;111:68","109:0.004778963184868729;111:0.0021417572230888193","0.004638671875","Yes"
"111","127.64749474696276","88.23705134885759","0.00927734375","0.015380859375","0.003173828125","1560","0.000260212637123956","24","0.000260212637123956","0","0.000260212637123956","0.000260212637123956","112:0.003271826635600966;110:0.002386585821999604;98:0.002978740344776326","112:68;110:68;98:68","112:0.004173879128505004;110:0.0021417572230888193;98:0.0028169606921909784","0.00927734375","Yes"
"112","140.58631895827438","129.3985976452205","0.0076904296875","0.01513671875","0.00732421875","1560","0.00022639599493243204","24","0.00022639599493243204","0","0.00022639599493243204","0.00022639599493243204","111:0.003271826635600966;113:0.002843716495772919","111:68;113:68","111:0.004173879128505004;113:0.003251181899902672","0.0076904296875","Yes"
"113","237.15381344270693","28.709984904798365","0.0738525390625","0.082763671875","0.06494140625","1560","0.0002086878616224704","24","0.0002086878616224704","0","0.0002086878616224704","0.0002086878616224704","119:0.0034112800522448916;112:0.002843716495772919;114:0.002851238597560035","119:68;112:68;114:68","119:0.003287808815988502;112:0.003251181899902672;114:0.0029990539979181663","0.0738525390625","Yes"
"114","118.2827402855274","87.6049508473714","0.0064697265625","0.00927734375","0.003662109375","1560","0.0003200389034312734","24","0.0003200389034312734","0","0.0003200389034312734","0.0003200389034312734","115:0.0023432977397302157;113:0.002851238597560035","115:68;113:68","115:0.0024186975043345438;113:0.0029990539979181663","0.0064697265625","Yes"
"115","127.8720353602606","180.27994662290706","0.0068359375","0.01025390625","0.00341796875","1560","0.0002599369387833234","24","0.0002599369387833234","0","0.0002599369387833234","0.0002599369387833234","99:0.001783291394151315;114:0.0023432977397302157","99:68;114:68","114:0.0024186975043345438","0.0068359375","Yes"
"116","132.75488149470124","150.85363318614696","0.0087890625","0.01025390625","0.00732421875","1560","0.00021455771868975575","24","0.00021455771868975575","0","0.00021455771868975575","0.00021455771868975575","101:0.0020976691676926895;121:0.0023191927629968023","101:68;121:68","101:0.00166513822543235;121:0.0025868858274829543","0.0087890625","Yes"
"117","199.26114740213524","225.65801981676174","0.018310546875","0.019775390625","0.016845703125","1560","0.00017830399102573006","24","0.00017830399102573006","0","0.00017830399102573006","0.00017830399102573006","105:0.0020624221903319806;125:0.001784099268746786","105:68;125:68","105:0.0025197103732297055;125:0.0015841816809749332","0.018310546875","Yes"
"118","128.61342640697305","49.29366331879753","0.006591796875","0.005859375","0.00732421875","1560","0.00022737656520736168","24","0.00022737656520736168","0","0.00022737656520736168","0.00022737656520736168","129:0.0028789393954517795","109:68;129:68","109:0.0030848549060474018;129:0.002563683838810865","0.006591796875","Yes"
"119","86.5792719135231","67.35938636618005","0.0078125","0.01171875","0.00390625","1560","0.0011616827134304545","24","0.0011616827134304545","0","0.0011616827134304545","0.0011616827134304545","113:0.0034112800522448916;133:0.0033834314404680987","113:68;133:68","113:0.003287808815988502;133:0.003004546630100746","0.0078125","Yes"
"120","184.54241259733635","169.85547987500073","0.0079345703125","0.009033203125","0.0068359375","1560","0.00021915704460110099","24","0.00021915704460110099","0","0.00021915704460110099","0.00021915704460110099","121:0.00208535229036938","121:68","121:0.0015603031843582638","0.0079345703125","Yes"
"121","168.2751018835506","100.15754396407318","0.012451171875","0.013427734375","0.011474609375","1560","0.00018344560154443434","24","0.00018344560154443434","0","0.00018344560154443434","0.00018344560154443434","120:0.00208535229036938;122:0.003523005633591758;116:0.0023191927629968023","120:68;122:68;116:68","120:0.0015603031843582638;122:0.00282490146752834;116:0.0025868858274829543","0.012451171875","Yes"
"122","150.985209968982","64.83986075561492","0.01025390625","0.016845703125","0.003662109375","1560","0.00044816867840068934","24","0.00044816867840068934","0","0.00044816867840068934","0.00044816867840068934","121:0.003523005633591758;123:0.0025511320965111717","121:68;123:68","121:0.00282490146752834;123:0.002764403716585734","0.01025390625","Yes"
"123","128.54912624010208","48.732445990706815","0.009033203125","0.011962890625","0.006103515625","1560","0.00026564055185393206","24","0.00026564055185393206","0","0.00026564055185393206","0.00026564055185393206","136:0.0023917622906908798;124:0.003172846358903192;122:0.0025511320965111717","136:68;124:68;122:68","136:0.0021243398679412495;124:0.0018437304258575316;122:0.002764403716585734","0.009033203125","Yes"
"124","117.50390006859283","150.63613639348588","0.0037841796875","0.005859375","0.001708984375","1560","0.0003189157577079383","24","0.0003189157577079383","0","0.0003189157577079383","0.0003189157577079383","123:0.003172846358903192;125:0.0018020088752888352","123:68;125:68","123:0.0018437304258575316;125:0.001787236544349674","0.0037841796875","Yes"
"125","90.22277636155296","41.50909737753649","0.01171875","0.01611328125","0.00732421875","1560","0.00014954237846118704","24","0.00014954237846118704","0","0.00014954237846118704","0.00014954237846118704","117:0.001784099268746786;124:0.0018020088752888352;126:0.005607924740271802","117:68;124:68;126:68","117:0.0015841816809749332;124:0.001787236544349674;126:0.0036205639023673686","0.01171875","Yes"
"126","119.88069794807768","70.40603939814353","0.0047607421875","0.007080078125","0.00244140625","1560","0.000595567380613334","24","0.000595567380613334","0","0.000595567380613334","0.000595567380613334","127:0.0029789108943449605;125:0.005607924740271802","127:68;125:68","127:0.0026979532643432447;125:0.0036205639023673686","0.0047607421875","Yes"
"127","210.10836792266835","208.23102906228547","0.0086669921875","0.0107421875","0.006591796875","1560","0.00024350970641477782","24","0.00024350970641477782","0","0.00024350970641477782","0.00024350970641477782","126:0.0029789108943449605;128:0.0019364981658185065;137:0.005079553249692975","126:68;128:68;137:68","126:0.0026979532643432447;128:0.0020896670234751002;137:0.004131183739412736","0.0086669921875","Yes"
"128","114.2054079225158","43.15026071736788","0.009521484375","0.01318359375","0.005859375","1560","0.0002150175465350723","24","0.0002150175465350723","0","0.0002150175465350723","0.0002150175465350723","127:0.0019364981658185065;129:0.002739649456129367","127:68;129:68","127:0.0020896670234751002;129:0.0027455265105647275","0.009521484375","Yes"
"129","186.93754735292399","74.17120853626412","0.018798828125","0.017578125","0.017578125","1560","0.00021438473074115148","24","0.00021438473074115148","0","0.00021438473074115148","0.00021438473074115148","130:0.0036320660989925257;128:0.002739649456129367;118:0.0028789393954517795","130:68;128:68;118:68","130:0.002740257730647788;128:0.0027455265105647275;118:0.002563683838810865","0.018798828125","Yes"
"130","155.44356659947084","156.07895541516908","0.005126953125","0.006591796875","0.003662109375","1560","0.0003772737731878356","24","0.0003772737731878356","0","0.0003772737731878356","0.0003772737731878356","129:0.0036320660989925257;131:0.0028469386529030305","129:68;131:68","129:0.002740257730647788;131:0.0023462289172589967","0.005126953125","Yes"
"131","152.459258227836","184.50828138147128","0.0926513671875","0.091796875","0.093505859375","1560","0.00017558871418916125","24","0.00017558871418916125","0","0.00017558871418916125","0.00017558871418916125","138:0.003062556875963268;130:0.0028469386529030305;132:0.003980637390812142","138:68;130:68;132:68","138:0.003408028917907563;130:0.0023462289172589967;132:0.0021503729018470807","0.0926513671875","Yes"
"132","137.4914719825544","141.68095007328844","0.00390625","0.004638671875","0.003173828125","1560","0.00020262536618589224","24","0.00020262536618589224","0","0.00020262536618589224","0.00020262536618589224","133:0.0037059227296533104;131:0.003980637390812142","133:68;131:68","133:0.0028639542989058187;131:0.0021503729018470807","0.00390625","Yes"
"133","178.9741869619274","48.35237612454892","0.0133056640625","0.016357421875","0.01025390625","1560","0.00020798018342145367","24","0.00020798018342145367","0","0.00020798018342145367","0.00020798018342145367","132:0.0037059227296533104;134:0.0031947658100993093;119:0.0033834314404680987","132:68;134:68;119:68","132:0.0028639542989058187;134:0.002908472634690018;119:0.003004546630100746","0.0133056640625","Yes"
"134","117.46531811132921","40.61524408562062","0.006103515625","0.008056640625","0.004150390625","1560","0.00039110953800220523","24","0.00039110953800220523","0","0.00039110953800220523","0.00039110953800220523","133:0.0031947658100993093;135:0.0021844927359695454","133:68;135:68","133:0.002908472634690018;135:0.0022096635989821145","0.006103515625","Yes"
"135","166.15635184977967","199.68612991728136","0.0596923828125","0.07080078125","0.048583984375","1560","0.0001712422772248975","24","0.0001712422772248975","0","0.0001712422772248975","0.0001712422772248975","134:0.0021844927359695454;139:0.003688809162208234","134:68;139:68","134:0.0022096635989821145;139:0.003847133212398851","0.0596923828125","Yes"
"136","121.46545965354625","126.12234791929085","0.0072021484375","0.011962890625","0.00244140625","1560","0.00022468450341514755","24","0.00022468450341514755","0","0.00022468450341514755","0.00022468450341514755","123:0.0023917622906908798;143:0.0017936210594636792","123:68;143:68","123:0.0021243398679412495;143:0.0103732116495249","0.0072021484375","Yes"
"137","148.15867802911316","156.61757898504447","0.00439453125","0.007080078125","0.001708984375","1560","0.0001883935904961866","24","0.0001883935904961866","0","0.0001883935904961866","0.0001883935904961866","147:0.002497261719563243;127:0.005079553249692975","147:68;127:68","147:0.002356895563296435;127:0.004131183739412736","0.00439453125","Yes"
"138","115.22370927012179","144.76072099333874","0.0072021484375","0.01025390625","0.004150390625","1560","0.0003376417419944641","24","0.0003376417419944641","0","0.0003376417419944641","0.0003376417419944641","151:0.0027978201107057843;131:0.003062556875963268","151:68;131:68","151:0.0020353503918374705;131:0.003408028917907563","0.0072021484375","Yes"
"139","67.456631054968","31.046427442791604","0.0079345703125","0.015625","0.000244140625","1560","0.0003708705760328561","24","0.0003708705760328561","0","0.0003708705760328561","0.0003708705760328561","155:0.002793364760180439;135:0.003688809162208234","155:68;135:68","155:0.00238381285093775;135:0.003847133212398851","0.0079345703125","Yes"
"140","103.18652110116051","169.84891362720992","0.0318603515625","0.0498046875","0.013916015625","1560","0.00025242652757197215","24","0.00025242652757197215","0","0.00025242652757197215","0.00025242652757197215","141:0.0016573903351459196","141:68","141:0.0018612445429767033","0.0318603515625","Yes"
"141","118.57647661941373","99.56778740015018","0.007568359375","0.010009765625","0.005126953125","1560","0.0002184583472195244","24","0.0002184583472195244","0","0.0002184583472195244","0.0002184583472195244","140:0.0016573903351459196;142:0.0026623053971437938","140:68;142:68","140:0.0018612445429767033;142:0.0017091566190824414","0.007568359375","Yes"
"142","170.17982976625112","176.35995995017495","0.006591796875","0.0107421875","0.00244140625","1560","0.0004371325884422571","24","0.0004371325884422571","0","0.0004371325884422571","0.0004371325884422571","143:0.00356430058408419;141:0.0026623053971437938","143:68;141:68","143:0.003008407449669126;141:0.0017091566190824414","0.006591796875","Yes"
"143","122.99814350015089","131.5374136339976","0.008056640625","0.01123046875","0.0048828125","1560","0.0003106402643509732","24","0.0003106402643509732","0","0.0003106402643509732","0.0003106402643509732","142:0.00356430058408419;144:0.002259134569370408;136:0.0017936210594636792","142:68;144:68;136:68","142:0.003008407449669126;144:0.0022681105756897912;136:0.0103732116495249","0.008056640625","Yes"
"144","140.57772700162377","158.13948851039578","0.005126953125","0.008056640625","0.002197265625","1560","0.00021358586114111203","24","0.00021358586114111203","0","0.00021358586114111203","0.00021358586114111203","145:0.0019302812182587503;143:0.002259134569370408","145:68;143:68","145:0.0017434692408099528;143:0.0022681105756897912","0.005126953125","Yes"
"145","115.64376234837097","114.78799429369158","0.014404296875","0.0166015625","0.01220703125","1560","0.0001384596158366496","24","0.0001384596158366496","0","0.0001384596158366496","0.0001384596158366496","144:0.0019302812182587503;146:0.0019085584428564506","144:68;146:68","144:0.0017434692408099528;146:0.001715540374361335","0.014404296875","Yes"
"146","187.42240777776706","10.347763801235303","0.00341796875","0.01025390625","0.001220703125","1560","0.0001799777562641545","24","0.0001799777562641545","0","0.0001799777562641545","0.0001799777562641545","145:0.0019085584428564506;147:0.0030443614239043792","145:68;147:88","145:0.001715540374361335;147:0.002594499722266108","0.00341796875","Yes"
"147","84.20586632322166","93.45331401339506","0.0047607421875","0.0068359375","0.002685546875","1560","0.0002612157972938721","24","0.0002612157972938721","0","0.0002612157972938721","0.0002612157972938721","148:0.0028033643054578283;137:0.002497261719563243;146:0.0030443614239043792","148:68;137:68;146:88","148:0.002770347782345667;137:0.002356895563296435;146:0.002594499722266108","0.0047607421875","Yes"
"148","106.57602378455931","119.67845535669177","0.0078125","0.015380859375","0.000244140625","1560","0.00036293666594885065","24","0.00036293666594885065","0","0.00036293666594885065","0.00036293666594885065","147:0.0028033643054578283;149:0.05499242052139061","147:68;149:68","147:0.002770347782345667;149:0.012790593175959375","0.0078125","Yes"
"149","65.36752466563146","4.4477219163328625","0.044189453125","0.056884765625","0.031494140625","1560","0.0015482960316541671","24","0.0015482960316541671","0","0.0015482960316541671","0.0015482960316541671","150:0.008890012313310491;148:0.05499242052139061","150:68;148:68","150:0.01847305423594725;148:0.012790593175959375","0.044189453125","Yes"
"150","158.15062058780867","7.0588935164249955","0.0072021484375","0.010986328125","0.00341796875","1560","0.0006162469555483913","24","0.0006162469555483913","0","0.0006162469555483913","0.0006162469555483913","149:0.008890012313310491;151:0.006778744203204401","149:68;151:68","149:0.01847305423594725;151:0.006108743948474354","0.0072021484375","Yes"
"151","83.70894844220938","109.70845196978026","0.0140380859375","0.020263671875","0.0078125","1560","0.00019373808024040958","24","0.00019373808024040958","0","0.00019373808024040958","0.00019373808024040958","138:0.0027978201107057843;152:0.002866591153137865;150:0.006778744203204401","138:68;152:68;150:68","138:0.0020353503918374705;152:0.0020370508799542886;150:0.006108743948474354","0.0140380859375","Yes"
"152","75.80958803488704","111.61204901075241","0.0078125","0.013427734375","0.002197265625","1560","0.0003176536425152153","24","0.0003176536425152153","0","0.0003176536425152153","0.0003176536425152153","151:0.002866591153137865;153:0.002874620012288387","151:68;153:68","151:0.0020370508799542886;153:0.002893494359753418","0.0078125","Yes"
"153","192.99442119076775","48.739111839613635","0.0093994140625","0.014404296875","0.00439453125","1560","0.00023452202778650295","24","0.00023452202778650295","0","0.00023452202778650295","0.00023452202778650295","152:0.002874620012288387;154:0.0030149610445175945","152:68;154:68","152:0.002893494359753418;154:0.002510910193486704","0.0093994140625","Yes"
"154","163.1591586227808","129.34733861141495","0.006591796875","0.008056640625","0.005126953125","1560","0.0003156991390530051","24","0.0003156991390530051","0","0.0003156991390530051","0.0003156991390530051","153:0.0030149610445175945;155:0.002262710300921761","153:68;155:68","153:0.002510910193486704;155:0.0017838219666678201","0.006591796875","Yes"
"155","75.4362198991459","15.324515082416916","0.0089111328125","0.013671875","0.004150390625","1560","0.00014737122493246318","24","0.00014737122493246318","0","0.00014737122493246318","0.00014737122493246318","139:0.002793364760180439;154:0.002262710300921761","139:68;154:68","139:0.00238381285093775;154:0.0017838219666678201","0.0089111328125","Yes"
